AFF_LOVE_POINT	琴瑟 : %d%%
TARGET_BUTTON_VIEW_EQUIPMENT	窺視
TARGET_BUTTON_WHISPER	悄悄話
TARGET_LEVEL_BOSS	將軍
TARGET_LEVEL_KING	大王
TARGET_LEVEL_KNIGHT	將領
TARGET_LEVEL_PAWN	小兵
TARGET_LEVEL_S_KNIGHT	高級將領
TARGET_LEVEL_S_PAWN	頭目
TASKBAR_ATTACK	攻擊
TASKBAR_AUTO	自動
TASKBAR_CAMERA	視角旋轉
TASKBAR_EXP	經驗值
TASKBAR_HP	生命力
TASKBAR_MOVE	移動
TASKBAR_SKILL	技能
TASKBAR_SP	精神力
TASKBAR_ST	耐力條
THING_COUNT	個
TOOLTIP_ANTI_SELL	該物品不能往商店出售
TOOLTIP_APPLY_ATTBONUS_ANIMAL	對動物系%d%% 追加傷害	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	對刺客強悍 +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	對惡魔%d%%追加傷害	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	對人形系%d%% 追加傷害	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	對秘宗%d%%追加傷害	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	對怪物強悍 +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	對鬼族%d%%追加傷害	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	對先知強悍 +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	對修羅強悍 +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	對僵屍系 %d%% 追加傷害	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	對猛將強悍 +%d%%	SA
TOOLTIP_APPLY_BLOCK	%d%%幾率徹底防禦敵人物理攻擊	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	戰鬥時每5秒鐘恢復%d精力	SA
TOOLTIP_APPLY_CRITICAL_PCT	%d%%幾率增加2倍破壞力	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	受攻擊時%d%%幾率恢復精力	SA
TOOLTIP_APPLY_DODGE	躲閃弓箭的攻擊概率為%d%%	SA
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%%幾率獲得2倍經驗值	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%%幾率獲得2倍金錢	SA
TOOLTIP_APPLY_IMMUNE_FALL	不會被擊倒	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	不會被緩慢	SNA
TOOLTIP_APPLY_IMMUNE_STUN	不會被擊暈	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	按%d%%幾率獲得2倍掉寶	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	攻擊敵人時以%d%% 的概率恢復生命力	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	敵人死亡%d%%幾率吸取精神力	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%%幾率消耗敵人精力	SA
TOOLTIP_APPLY_NOAFFECT	沒有性能
TOOLTIP_APPLY_NO_DEATH_PENALTY	死亡時防止一次經驗值減少	SNA
TOOLTIP_APPLY_PENETRATE_PCT	%d%%幾率無視對方防禦力	SA
TOOLTIP_APPLY_POISON_PCT	%d%%幾率使敵人中毒	SA
TOOLTIP_APPLY_POISON_REDUCE	抗毒 %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	藥物增加%d%%性能	SA
TOOLTIP_APPLY_REFLECT_CURSE	%d%%幾率反彈詛咒攻擊	SA
TOOLTIP_APPLY_REFLECT_MELEE	受近距攻擊時%d%%傷害反彈	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	抵抗刺客攻擊 %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	減少%d%%鈴鐺傷害	SA
TOOLTIP_APPLY_RESIST_DAGGER	減少%d%%雙刀傷害	SA
TOOLTIP_APPLY_RESIST_FAN	減少%d%%扇子傷害	SA
TOOLTIP_APPLY_RESIST_SHAMAN	抵抗先知攻擊 %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	抵抗修羅攻擊 %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	減少%d%%單刀傷害	SA
TOOLTIP_APPLY_RESIST_TWOHAND	減少%d%%重刀傷害	SA
TOOLTIP_APPLY_RESIST_WARRIOR	抵抗猛將攻擊 %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	減少%d%%風屬性傷害	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	書修煉成功率提高到 2.5倍	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	技能修煉失敗時可以擺脫走火入魔	SNA
TOOLTIP_APPLY_SLOW_PCT	%d%%幾率使敵人緩慢	SA
TOOLTIP_APPLY_STEAL_HP	將傷害 %d%% 轉為生命力	SA
TOOLTIP_APPLY_STEAL_SP	將傷害 %d%% 轉為精神力	SA
TOOLTIP_APPLY_STUN_PCT	%d%%幾率使敵人暈倒	SA
TOOLTIP_ARMOR	盔甲
TOOLTIP_ARROW	弓箭
TOOLTIP_ASSASSIN	刺客
TOOLTIP_ATT_GRADE	攻擊力 : +%d	SA
TOOLTIP_ATT_SPEED	攻擊速度 : +%d	SA
TOOLTIP_BOW_DISTANCE	弓箭射程: +%dm	SA
TOOLTIP_BUYPRICE	價格 : %s
TOOLTIP_CAST_SPEED	釋放速度 : +%d%%	SA
TOOLTIP_CON	體力 : +%d	SA
TOOLTIP_DEF_GRADE	防禦力 : +%d	SA
TOOLTIP_DEX	 敏捷 : +%d	SA
TOOLTIP_EAR	耳環
TOOLTIP_ETC	其他
TOOLTIP_FISHINGROD_EXP	修煉度 : %d / %d
TOOLTIP_FISHINGROD_LEVEL	等級 : %d
TOOLTIP_FISHINGROD_UPGRADE1	交給魚夫的話
TOOLTIP_FISHINGROD_UPGRADE2	可以升級成更好的魚杆 
TOOLTIP_FISHINGROD_UPGRADE3	
TOOLTIP_FISH_LEN	長度 : %.2fcm
TOOLTIP_HELMET	頭盔
TOOLTIP_HP_REGEN	生命恢復量 : +%d	SA
TOOLTIP_INT	智力 : +%d	SA
TOOLTIP_ITEM_ATT_GRADE	攻擊力 : %d
TOOLTIP_ITEM_ATT_POWER	傷害力 : %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	傷害力 : %d
TOOLTIP_ITEM_ATT_POWER_REFINE	破壞力 %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	攻擊速度 : %s
TOOLTIP_ITEM_DEF_GRADE	防禦力 : %d
TOOLTIP_ITEM_FAST	快
TOOLTIP_ITEM_LIMIT_CON	體力限制 : %d
TOOLTIP_ITEM_LIMIT_DEX	敏捷限制 : %d
TOOLTIP_ITEM_LIMIT_INT	智力限制 : %d
TOOLTIP_ITEM_LIMIT_LEVEL	等級限制 : %d
TOOLTIP_ITEM_LIMIT_STR	力量限制 : %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	魔法攻擊力 : %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	魔法攻擊力 : %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	魔法防禦力 : %d
TOOLTIP_ITEM_NORMAL	普通
TOOLTIP_ITEM_SLOW	慢
TOOLTIP_ITEM_VERY_FAST	非常快
TOOLTIP_ITEM_VERY_SLOW	非常慢
TOOLTIP_ITEM_WEARABLE_JOB	[可以使用]
TOOLTIP_LOTTERY_STEP_NUMBER	%d回數
TOOLTIP_LOTTO_NUMBER	幸運號碼 : %d
TOOLTIP_MAGIC_ATT_GRADE	魔法攻擊力 : +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	魔法防禦力 : +%d	SA
TOOLTIP_MALL_ATTBONUS	攻擊力 +%d%%	SA
TOOLTIP_MALL_ATTBONUS_STATIC	攻擊力 +12~15%	SNA
TOOLTIP_MALL_AUTOLOOT	打獵時自動揀取金錢	SNA
TOOLTIP_MALL_DEFBONUS	防禦力 +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	防禦力 +12~15%	SNA
TOOLTIP_MALL_EXPBONUS	經驗值 +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	網吧經驗值 +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	經驗值增加 2倍	SNA
TOOLTIP_MALL_FISH_MIND	提高獲得高級魚的概率	SNA
TOOLTIP_MALL_GOLDBONUS	金錢爆率 %.1f倍	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	金錢爆率 2倍	SNA
TOOLTIP_MALL_ITEMBONUS	物品爆率 %.1f倍	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	網吧物品爆率增加%.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	物品爆率增加 2倍	SNA
TOOLTIP_MALL_MARRIAGE_FAST	增加琴瑟數值的提高速度	SNA
TOOLTIP_MALL_SAFEBOX	倉庫可以擴到3個物品欄	SNA
TOOLTIP_MAX_HP	最大生命力 : +%d	SA
TOOLTIP_MAX_HP_PCT	最大生命力 : +%d%%	SA
TOOLTIP_MAX_SP	最大精神力 : +%d	SA
TOOLTIP_MAX_SP_PCT	最大精神力 : +%d%%	SA
TOOLTIP_MAX_STAMINA	最大耐力 +%d	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)	
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)	
TOOLTIP_MOV_SPEED	移動速度 : %d	SA
TOOLTIP_NECK	項鏈	
TOOLTIP_NEED_ALL_SP	需要的精神力：全部 	
TOOLTIP_NEED_GSP	需要的龍神力 : %d	
TOOLTIP_NEED_HP	需要的體力 : %d	
TOOLTIP_NEED_HP_PER_SEC	持續體力: %d / 秒	
TOOLTIP_NEED_SKILL_POINT	需要的技能點數 :
TOOLTIP_NEED_SP	需要的精神力 : %d	
TOOLTIP_NEED_SP_PER_SEC	 持續的精神力: %d / 秒	
TOOLTIP_NEXT_SKILL_LEVEL_1	下一等級：%d (最大 %d)	
TOOLTIP_NEXT_SKILL_LEVEL_2	下一等級：%d (最大 %d-%d)	
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	物理傷害 %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	徹底防禦物理攻擊%d%%	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	組隊隊員在%d名以上時全體隊員	
TOOLTIP_PARTY_INFO_GRADE_UP2	攻擊等級 +%d	
TOOLTIP_PARTY_INFO_GRADE_UP3	, 防禦等級 +%d	
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	每一個小時給全部隊員的生命/精力全部恢復	
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	每30分鐘給全部隊員的生命/精力全部恢復	
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	隊員死後在3分鐘之內可以喚醒	
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	在同一個伺服器裏可以隨時喚醒隊員	
TOOLTIP_PARTY_INFO_SET_ATTACKER	可以設定%d名防禦等級+（隊員數）的攻擊手
TOOLTIP_PARTY_INFO_SET_TANKER	可以設定一名防禦等級+（隊員數）的防守人
TOOLTIP_PARTY_SKILL_LEVEL	現等級 : %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[攻擊/防禦 等級上升]
TOOLTIP_PARTY_TITLE_HEAL	[恢復]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	 組隊隊員在%d名以上時獎勵經驗值 %d%%
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[獎勵經驗值]
TOOLTIP_PARTY_TITLE_RECALL	[喚醒]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[攻擊手設定]
TOOLTIP_PARTY_TITLE_SET_TANKER	[防守手設定]
TOOLTIP_PICK_EXP	修煉度 : %d / %d
TOOLTIP_PICK_LEVEL	等級 : %d
TOOLTIP_PICK_UPGRADE1	把鋤頭遞給砍材人
TOOLTIP_PICK_UPGRADE2	能改良為更好的鋤頭 
TOOLTIP_PICK_UPGRADE3	
TOOLTIP_POTION_CURE	 異常狀態已恢復
TOOLTIP_POTION_MIN	分
TOOLTIP_POTION_PLUS_ATTACK_SPEED	攻擊速度 : +%d
TOOLTIP_POTION_PLUS_HP_PERCENT	生命力 : +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	生命力 : +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	移動速度 : +%d
TOOLTIP_POTION_PLUS_SP_PERCENT	精神力 : +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	精神力 : +%d
TOOLTIP_POTION_SEC	秒
TOOLTIP_POTION_TIME	 持續時間 :
TOOLTIP_REQUIREMENT_21_LEVEL	21等級以上才可以學習	
TOOLTIP_REQUIREMENT_41_LEVEL	41等級以上才可以學習	
TOOLTIP_REQUIREMENT_LEVEL	人物 %d 級可以學習	
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s 等級 %d 以上	
TOOLTIP_REQUIREMENT_STAT_LEVEL	%s %d 以上才可以學習	
TOOLTIP_RESIST_BOW	減少%d%%弓箭攻擊傷害	SA
TOOLTIP_RESIST_ELEC	減少%d%%電攻擊傷害	SA
TOOLTIP_RESIST_FIRE	減少%d%%火焰攻擊傷害	SA
TOOLTIP_RESIST_MAGIC	減少%d%%魔法攻擊傷害	SA
TOOLTIP_REST_USABLE_COUNT	剩餘的使用次數 : %d	
TOOLTIP_SELLPRICE	售價 : %s	
TOOLTIP_SHAMAN	神女	
TOOLTIP_SHIELD	盾牌	
TOOLTIP_SHOES	鞋	
TOOLTIP_SKILL	技能	SNA
TOOLTIP_SKILLBOOK_NAME	修煉書	
TOOLTIP_SKILL_AFFECT_ATT_GRADE	攻擊力 : +	
TOOLTIP_SKILL_AFFECT_ATT_POWER	攻擊力 : 	
TOOLTIP_SKILL_AFFECT_ATT_SPEED	攻擊速度 : +	
TOOLTIP_SKILL_AFFECT_DEF_GRADE	防禦力 : 	
TOOLTIP_SKILL_AFFECT_DODGE	對方的攻擊力 : -	
TOOLTIP_SKILL_AFFECT_HEAL	恢復生命 : 	
TOOLTIP_SKILL_AFFECT_MOV_SPEED	移動速度 : +	
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	被攻擊時反彈概率 : 	
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	抵抗物理攻擊 : 	
TOOLTIP_SKILL_COOL_TIME	延遲 : 	
TOOLTIP_SKILL_DAMAGE_BONUS	技能傷害 %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	減少技能傷害 %d%%	SA
TOOLTIP_SKILL_DURATION	持續時間 : %.0f秒	
TOOLTIP_SKILL_FORGET_BOOK_NAME	遺忘卷軸	
TOOLTIP_SKILL_LEVEL	現等級 : %d	
TOOLTIP_SKILL_LEVEL_MASTER	現等級: %d (管理者)	
TOOLTIP_SKILL_LEVEL_WITH_MAX	現等級 : %d (最大 %d)	
TOOLTIP_SOCKET_EMPTY	空閒	
TOOLTIP_SOCKET_REFINABLE_ITEM	[可鑲嵌的裝備]	
TOOLTIP_SP_REGEN	精力恢復量 : +%d	SA
TOOLTIP_STR	力量 : +%d	SA
TOOLTIP_SURA	修羅	
TOOLTIP_UNIQUE	唯一	
TOOLTIP_WARRIOR	猛將	
TOOLTIP_WEAPON	武器	
TOOLTIP_WRISTLET	手鐲	
UI_ACCEPT	接受	
UI_CANCEL	取消	
UI_CLOSE	關閉
UI_DEF_FONT	宋體:12
UI_DEF_FONT_LARGE	宋體:16
UI_DEF_FONT_SMALL	宋體:9
UI_DENY	拒絕
UI_ITEM	物品
UI_LEFT_TIME	剩餘時間 : %d秒
UI_NEXT	繼續
UI_NOCONTENTS	沒有內容
UI_NONAME	沒有名稱
UI_OK	確認
UI_POS_UNKNOWN	不知道的位置
UI_UNKNOWN	未知座標
UPLOAD_MARK_CHECK_NEED_RECONNECT	想看公會圖示的話，請再連接.
UPLOAD_MARK_UPLOAD_NEED_RECONNECT	想放上去公會圖示的話，請再連接.
USE_ITEM_FAILURE_PRIVATE_SHOP	開啟個人商店時不能使用物品
USE_SKILL_ERROR_UNKNOWN	技能使用出現錯誤 : %s
